  -1.4957940699485759e+05	   2.6670595296280750e+04	
  -1.4643460236967684e+05	   2.6343864045515220e+04	
  -1.4215745341699931e+05	   2.6024287493671582e+04	
  -1.3813253282163147e+05	   2.5356515594296769e+04	
  -1.3322630368701124e+05	   2.5040913875187485e+04	
  -1.2806903876414656e+05	   2.4380296674734593e+04	
  -1.2379069724240372e+05	   2.4753930951765709e+04	
  -1.1926191621694910e+05	   2.4435944333015796e+04	
  -1.1536281165796978e+05	   2.3767377467094164e+04	
  -1.1247262052822937e+05	   2.1706029211047862e+04	
  -1.1008688611310837e+05	   1.8948290259939298e+04	
  -1.0707505293870793e+05	   1.4461499069378187e+04	
  -1.0456648390986165e+05	   9.9715280126295111e+03	
  -1.0306503945665626e+05	   5.1285918090684863e+03	
  -1.0131554063786974e+05	  -1.7923869480231951e+03	
  -1.0006572825744141e+05	  -6.6369130846780317e+03	
  -9.9326335436959038e+04	  -1.5643884060769080e+04	
  -9.8334714259166940e+04	  -2.4302659689328982e+04	
  -9.7343093081374827e+04	  -3.2961435317888900e+04	
  -9.6480269362634484e+04	  -4.3354032985182654e+04	
  -9.5992508614929175e+04	  -5.2362593894367441e+04	
  -9.5380720684433269e+04	  -6.2410176080317557e+04	
  -9.4646694424744695e+04	  -7.4536595786345220e+04	
  -9.4039676770509977e+04	  -8.7357021287794458e+04	
  -9.3551916022804638e+04	  -9.6365582196979260e+04	
  -9.2936550385112845e+04	  -1.0433353189630492e+05	
  -9.2322973601019010e+04	  -1.1334129783894293e+05	
  -9.1956854897973695e+04	  -1.1992441581361285e+05	
  -9.1089260902972179e+04	  -1.2754417016540737e+05	
  -9.0092869448918893e+04	  -1.3343010247846815e+05	
  -8.8444739000682355e+04	  -1.2614105421017343e+05	
  -8.7045855487092282e+04	  -1.1746717421722290e+05	
  -8.5143707827948092e+04	  -1.0879011435808487e+05	
  -8.2874845181225901e+04	  -1.0634956705917938e+05	
  -8.0230919563468735e+04	  -1.0529305651838283e+05	
  -7.7337747011065061e+04	  -1.0562137770224211e+05	
  -7.4065933780430496e+04	  -1.0525410315758597e+05	
  -7.0039224331464720e+04	  -1.0488205881364859e+05	
  -6.6514586458987789e+04	  -1.0381998350702391e+05	
  -6.3743652235776783e+04	  -1.0206946717080561e+05	
  -6.0721085939788682e+04	  -1.0031736090149375e+05	
  -5.7697923359267952e+04	  -9.8218649217744300e+04	
  -5.4672375640616636e+04	  -9.4733515876245307e+04	
  -5.2529329030283028e+04	  -9.2293763543886758e+04	
  -4.9882421989862603e+04	  -8.9504225930903165e+04	
  -4.7363716123961305e+04	  -8.8101904942216090e+04	
  -4.4219507783313195e+04	  -8.8775241607419011e+04	
  -4.0318614370735959e+04	  -8.8403992230028496e+04	
  -3.6544729563612564e+04	  -8.8726748648059656e+04	
  -3.2268176895467623e+04	  -8.9392930614340701e+04	
  -2.8996363664833101e+04	  -8.9025656069684570e+04	
  -2.4970250500399939e+04	  -8.9000217140184570e+04	
  -2.2456911195292487e+04	  -9.0717344881434037e+04	
  -1.8178569673549617e+04	  -9.0343710604402906e+04	
  -1.4907352727447695e+04	  -9.0323041474184167e+04	
  -1.0504387738381629e+04	  -9.0641823059480928e+04	
