1,2.76880E-44,  2.79238E+01
2,3.09390E-03,  2.78459E+01
3,5.76076E-03,  2.76879E+01
4,8.05952E-03,  2.75208E+01
5,1.00410E-02,  2.73348E+01
6,1.17490E-02,  2.71239E+01
7,1.32212E-02,  2.68889E+01
8,1.44902E-02,  2.66329E+01
9,1.55841E-02,  2.63603E+01
10,1.65269E-02,  2.60756E+01
11,1.73397E-02,  2.57832E+01
12,1.80402E-02,  2.54848E+01
13,1.86441E-02,  2.51824E+01
14,1.91646E-02,  2.48432E+01
15,1.96133E-02,  2.44893E+01
16,2.00000E-02,  2.44329E+01
17,2.04135E-02,  2.48415E+01
18,2.08269E-02,  2.54915E+01
19,2.12402E-02,  2.61968E+01
20,2.16534E-02,  2.69021E+01
21,2.20664E-02,  2.76118E+01
22,2.24791E-02,  2.83385E+01
23,2.28918E-02,  2.90800E+01
24,2.33042E-02,  2.98314E+01
25,2.37165E-02,  3.05930E+01
26,2.41286E-02,  3.13752E+01
27,2.45404E-02,  3.21880E+01
28,2.49521E-02,  3.30252E+01
29,2.53635E-02,  3.38791E+01
30,2.57748E-02,  3.47491E+01
31,2.61858E-02,  3.56464E+01
32,2.65966E-02,  3.65816E+01
33,2.70071E-02,  3.75475E+01
34,2.74174E-02,  3.85361E+01
35,2.78275E-02,  3.95468E+01
36,2.82373E-02,  4.05921E+01
37,2.86468E-02,  4.16830E+01
38,2.90561E-02,  4.28143E+01
39,2.94652E-02,  4.39707E+01
40,2.98740E-02,  4.51815E+01
41,3.02826E-02,  4.64760E+01
42,3.06908E-02,  4.77650E+01
43,3.10988E-02,  4.90433E+01
44,3.15066E-02,  5.03759E+01
45,3.19141E-02,  5.17518E+01
46,3.23213E-02,  5.31779E+01
47,3.27283E-02,  5.46619E+01
48,3.31350E-02,  5.61934E+01
49,3.35415E-02,  5.77640E+01
50,3.39477E-02,  5.93737E+01
51,3.43537E-02,  6.10341E+01
52,3.47595E-02,  6.27545E+01
53,3.51650E-02,  6.45266E+01
54,3.55703E-02,  6.63441E+01
55,3.59754E-02,  6.82083E+01
56,3.63803E-02,  7.01276E+01
57,3.67850E-02,  7.21072E+01
58,3.71895E-02,  7.41408E+01
59,3.75938E-02,  7.62242E+01
60,3.79980E-02,  7.83595E+01
61,3.84021E-02,  8.05480E+01
62,3.88060E-02,  8.27870E+01
63,3.92097E-02,  8.50702E+01
64,3.96134E-02,  8.74028E+01
65,4.00170E-02,  8.97624E+01
66,4.04205E-02,  9.21372E+01
67,4.08239E-02,  9.46194E+01
68,4.12273E-02,  9.71872E+01
69,4.16307E-02,  9.97652E+01
70,4.20340E-02,  1.02378E+02
71,4.24374E-02,  1.05001E+02
72,4.28407E-02,  1.07600E+02
73,4.32441E-02,  1.10190E+02
74,4.36476E-02,  1.12789E+02
75,4.40511E-02,  1.15402E+02
76,4.44546E-02,  1.17966E+02
77,4.48582E-02,  1.20412E+02
78,4.52620E-02,  1.22765E+02
79,4.56658E-02,  1.25058E+02
80,4.60697E-02,  1.27293E+02
81,4.64737E-02,  1.29369E+02
82,4.68778E-02,  1.31182E+02
83,4.72820E-02,  1.32786E+02
84,4.76863E-02,  1.34255E+02
85,4.80907E-02,  1.35614E+02
86,4.84952E-02,  1.36760E+02
87,4.88997E-02,  1.37580E+02
88,4.93043E-02,  1.38128E+02
89,4.97088E-02,  1.38594E+02
90,5.01134E-02,  1.38703E+02
91,5.05179E-02,  1.38560E+02
92,5.09224E-02,  1.38937E+02
93,5.13267E-02,  1.39151E+02
94,5.17309E-02,  1.38555E+02
95,5.21349E-02,  1.37491E+02
96,5.25387E-02,  1.35878E+02
97,5.29422E-02,  1.33580E+02
98,5.33454E-02,  1.30757E+02
99,5.37482E-02,  1.27604E+02
100,5.41507E-02,  1.24168E+02
101,5.45527E-02,  1.20345E+02
102,5.49541E-02,  1.16011E+02
103,5.53550E-02,  1.11330E+02
104,5.57554E-02,  1.06495E+02
105,5.61552E-02,  1.01549E+02
106,5.65544E-02,  9.64234E+01
107,5.69527E-02,  9.10357E+01
108,5.73503E-02,  8.55242E+01
109,5.77473E-02,  8.00483E+01
110,5.81435E-02,  7.46452E+01
111,5.85390E-02,  6.92831E+01
112,5.89335E-02,  6.39339E+01
113,5.93272E-02,  5.87162E+01
114,5.97201E-02,  5.38257E+01
115,6.01122E-02,  4.91502E+01
116,6.05035E-02,  4.46838E+01
117,6.08936E-02,  4.03763E+01
118,6.12830E-02,  3.59076E+01
119,6.16715E-02,  3.14332E+01
120,6.20592E-02,  2.71918E+01
121,6.24461E-02,  2.31900E+01
122,6.28319E-02,  1.94180E+01
123,6.32169E-02,  1.58924E+01
124,6.36010E-02,  1.26297E+01
125,6.39843E-02,  9.62258E+00
126,6.43668E-02,  6.85687E+00
127,6.47483E-02,  4.32484E+00
128,6.51289E-02,  2.02174E+00
129,6.55087E-02, -5.57521E-02
130,6.58878E-02, -1.91697E+00
131,6.62660E-02, -3.57315E+00
132,6.66431E-02, -5.03258E+00
133,6.70195E-02, -6.29897E+00
134,6.73950E-02, -7.37781E+00
135,6.77698E-02, -8.30391E+00
136,6.81437E-02, -9.12717E+00
137,6.85166E-02, -9.87133E+00
138,6.88887E-02, -1.04388E+01
139,6.92599E-02, -1.05405E+01
140,6.96304E-02, -1.00891E+01
141,7.00000E-02, -1.00245E+01
142,7.05883E-02, -1.11586E+01
143,7.12137E-02, -1.23177E+01
144,7.18785E-02, -1.22516E+01
145,7.25853E-02, -1.09790E+01
146,7.33366E-02, -8.77012E+00
147,7.41353E-02, -5.88085E+00
148,7.49844E-02, -2.58018E+00
149,7.58871E-02,  8.42795E-01
150,7.68467E-02,  4.23706E+00
151,7.78668E-02,  7.49537E+00
152,7.89512E-02,  1.05160E+01
153,8.01040E-02,  1.32356E+01
154,8.13296E-02,  1.55917E+01
155,8.26324E-02,  1.75480E+01
156,8.40174E-02,  1.90878E+01
157,8.54898E-02,  2.02184E+01
158,8.70550E-02,  2.09702E+01
159,8.87189E-02,  2.13915E+01
160,9.04878E-02,  2.15524E+01
161,9.23682E-02,  2.15396E+01
162,9.43672E-02,  2.14295E+01
163,9.64923E-02,  2.12874E+01
164,9.87515E-02,  2.11709E+01
165,1.01153E-01,  2.11288E+01
166,1.03706E-01,  2.11939E+01
167,1.06420E-01,  2.13681E+01
168,1.09306E-01,  2.16351E+01
169,1.12373E-01,  2.19735E+01
170,1.15633E-01,  2.23571E+01
171,1.19100E-01,  2.27590E+01
172,1.22785E-01,  2.31574E+01
173,1.26702E-01,  2.35362E+01
174,1.30867E-01,  2.38890E+01
175,1.35294E-01,  2.42107E+01
176,1.40000E-01,  2.43625E+01
