 1,3.75812E-44,  5.83125E+00,  1.00000E-02,  1.20835E+00
 2,1.30767E-03,  5.82937E+00,  1.00000E-02,  1.20678E+00
 3,2.53992E-03,  5.82588E+00,  1.00000E-02,  1.20532E+00
 4,3.70108E-03,  5.82269E+00,  1.00000E-02,  1.20394E+00
 5,4.79527E-03,  5.81941E+00,  1.00000E-02,  1.20264E+00
 6,5.82634E-03,  5.81583E+00,  1.00000E-02,  1.20142E+00
 7,6.79794E-03,  5.81182E+00,  1.00000E-02,  1.20027E+00
 8,7.71349E-03,  5.80727E+00,  1.00000E-02,  1.19919E+00
 9,8.57623E-03,  5.80213E+00,  1.00000E-02,  1.19818E+00
10,9.38921E-03,  5.79635E+00,  1.00000E-02,  1.19723E+00
11,1.01553E-02,  5.78987E+00,  1.00000E-02,  1.19634E+00
12,1.08772E-02,  5.78270E+00,  1.00000E-02,  1.19550E+00
13,1.15574E-02,  5.77481E+00,  1.00000E-02,  1.19472E+00
14,1.21985E-02,  5.76621E+00,  1.00000E-02,  1.19399E+00
15,1.28025E-02,  5.75691E+00,  1.00000E-02,  1.19331E+00
16,1.33717E-02,  5.74692E+00,  1.00000E-02,  1.19267E+00
17,1.39081E-02,  5.73627E+00,  1.00000E-02,  1.19207E+00
18,1.44135E-02,  5.72499E+00,  1.00000E-02,  1.19151E+00
19,1.48898E-02,  5.71312E+00,  1.00000E-02,  1.19099E+00
20,1.53386E-02,  5.70069E+00,  1.00000E-02,  1.19051E+00
21,1.57615E-02,  5.68775E+00,  1.00000E-02,  1.19006E+00
22,1.61600E-02,  5.67435E+00,  1.00000E-02,  1.18963E+00
23,1.65355E-02,  5.66052E+00,  1.00000E-02,  1.18924E+00
24,1.68894E-02,  5.64631E+00,  1.00000E-02,  1.18888E+00
25,1.72228E-02,  5.63176E+00,  1.00000E-02,  1.18854E+00
26,1.75371E-02,  5.61690E+00,  1.00000E-02,  1.18823E+00
27,1.78332E-02,  5.60178E+00,  1.00000E-02,  1.18793E+00
28,1.81122E-02,  5.58642E+00,  1.00000E-02,  1.18766E+00
29,1.83751E-02,  5.57083E+00,  1.00000E-02,  1.18741E+00
30,1.86229E-02,  5.55502E+00,  1.00000E-02,  1.18717E+00
31,1.88563E-02,  5.53899E+00,  1.00000E-02,  1.18696E+00
32,1.90763E-02,  5.52271E+00,  1.00000E-02,  1.18675E+00
33,1.92836E-02,  5.50612E+00,  1.00000E-02,  1.18656E+00
34,1.94790E-02,  5.48924E+00,  1.00000E-02,  1.18639E+00
35,1.96631E-02,  5.47204E+00,  1.00000E-02,  1.18623E+00
36,1.98365E-02,  5.45581E+00,  1.00000E-02,  1.18608E+00
37,2.00000E-02,  5.44221E+00,  1.00000E-02,  1.18594E+00
38,2.00771E-02,  5.42856E+00,  1.00001E-02,  1.18580E+00
39,2.01542E-02,  5.41242E+00,  1.00003E-02,  1.18573E+00
40,2.02312E-02,  5.39803E+00,  1.00004E-02,  1.18571E+00
41,2.03083E-02,  5.38815E+00,  1.00003E-02,  1.18569E+00
42,2.03854E-02,  5.37956E+00,  1.00002E-02,  1.18564E+00
43,2.04625E-02,  5.37229E+00,  1.00001E-02,  1.18561E+00
44,2.05395E-02,  5.36761E+00,  9.99969E-03,  1.18558E+00
45,2.06166E-02,  5.36274E+00,  9.99931E-03,  1.18552E+00
46,2.06937E-02,  5.35832E+00,  9.99894E-03,  1.18548E+00
47,2.07707E-02,  5.35606E+00,  9.99832E-03,  1.18545E+00
48,2.08478E-02,  5.35340E+00,  9.99769E-03,  1.18538E+00
49,2.09249E-02,  5.35107E+00,  9.99707E-03,  1.18534E+00
