   4.3138033940282289e-02	   1.0015666654721815e+00	
   6.7107977682586273e-01	   1.0021647052273106e+00	
   1.4344013034950853e+00	   1.0054480607456666e+00	
   2.0500890945353722e+00	   1.0034780474346532e+00	
   2.4432709178585008e+00	   1.0396418632154025e+00	
   2.8127656763706321e+00	   1.0348809977137865e+00	
   3.1456744733925106e+00	   1.0147469926244390e+00	
   3.4296847257303034e+00	   9.7922812167765250e-01	
   3.6893629684231355e+00	   9.3090416420927746e-01	
   3.8874196637982519e+00	   8.8507790218879479e-01	
   4.0361673950494863e+00	   8.4176106188591282e-01	
   4.1972277094945545e+00	   7.9845594785273910e-01	
   4.3706592384820011e+00	   7.5260623329283971e-01	
   4.5442080301665309e+00	   7.0164386514007149e-01	
   4.6932489181604753e+00	   6.4554539085501783e-01	
   4.8423484375029631e+00	   5.8689058977353015e-01	
   5.0654993500540835e+00	   5.2063716592098974e-01	
   5.2892952074391699e+00	   4.2626414730767265e-01	
   5.5126806453844610e+00	   3.4978541626939502e-01	
   5.7108546034566592e+00	   2.9884650065604357e-01	
   5.8839343443528520e+00	   2.6833474687474984e-01	
   5.9825522726006168e+00	   2.6331590343954864e-01	
   6.1054435791447963e+00	   2.7365847332237003e-01	
   6.2279244662491831e+00	   3.0189533078023134e-01	
   6.3377409820684827e+00	   3.4545842274699001e-01	
   6.4962215171777009e+00	   4.1463168775692533e-01	
   6.5853914367967192e+00	   4.7079377946891876e-01	
   6.6530564548660980e+00	   5.3362969533687243e-01	
   6.7036921006067720e+00	   5.8568856881322895e-01	
   6.7537930076028223e+00	   6.6106205155507125e-01	
   6.7788434611008492e+00	   6.9874879292599257e-01	
   6.8297259093390377e+00	   7.4004707751058629e-01	
   6.8543650253412007e+00	   7.9566813370111200e-01	
   6.8705305889285953e+00	   8.4410723721387848e-01	
   6.8780991988524676e+00	   8.9074468249476757e-01	
   6.8943881636886228e+00	   9.3380349156165288e-01	
   6.9280767045997598e+00	   9.7149845968249116e-01	
   6.9444890706846722e+00	   1.0091769743034953e+00	
   7.1776762970891186e+00	   1.0111925280332212e+00	
   7.4626509142226478e+00	   1.0150508737444115e+00	
   7.7305138915283012e+00	   1.0117190400279252e+00	
   8.0673993006396785e+00	   1.0120398832746980e+00	
   8.4216431520764541e+00	   1.0087903170573844e+00	
   8.7498082062755476e+00	   1.0126897965181607e+00	
   9.0435443120709511e+00	   1.0111760745333869e+00	
   9.4236612919974743e+00	   1.0097446200477855e+00	
   9.8036548706752438e+00	   1.0136934600080652e+00	
   1.0097390976470647e+01	   1.0121797380232913e+00	
   1.0373768639940652e+01	   1.0142364255026037e+00	
   1.0702098229138091e+01	   1.0109621790355383e+00	
   1.1004390154847430e+01	   1.0130435467646024e+00	
   1.1323958255382998e+01	   1.0151413679935011e+00	
   1.1712836723971396e+01	   1.0083378458119356e+00	
   1.2118621163639739e+01	   1.0176916604678485e+00	
   1.2585119017697387e+01	   1.0163424734814195e+00	
   1.2861578948666565e+01	   1.0148122979968111e+00	
   1.3189867404114420e+01	   1.0133314830117062e+00	
   1.3518073592063098e+01	   1.0154375309905221e+00	
   1.3880790995914641e+01	   1.0193699174509674e+00	
