   3.2852965922817653e-02	   5.1589584217334021e+00	
   3.3554832668813128e-01	   5.8191118727209172e+00	
   6.7063937564335441e-01	   6.1827490308307418e+00	
   9.8396549697555713e-01	   5.0302442919355315e+00	
   1.4163324469397855e+00	   5.4116487379008902e+00	
   1.7621430929011763e+00	   4.8699438726168935e+00	
   2.0107666742928378e+00	   5.2177878859660893e+00	
   2.6268769928296325e+00	   5.6327527645474404e+00	
   2.9620864903705590e+00	   7.2061448113090236e+00	
   3.3405593338396908e+00	   9.0898721526137791e+00	
   3.6109774550007998e+00	   1.1256296785130957e+01	
   3.9138504886446674e+00	   1.3731082569096259e+01	
   4.2061815981609225e+00	   1.8925842709433013e+01	
   4.4011775823753236e+00	   2.3497958117588439e+01	
   4.6287765398046119e+00	   2.9890628288006752e+01	
   4.7482319384866010e+00	   3.5658679583148526e+01	
   4.8785846070533099e+00	   4.2336021187874252e+01	
   4.9873500208755557e+00	   4.9311853228572886e+01	
   5.0636605222150406e+00	   5.5979324117823225e+01	
   5.1509275177320983e+00	   6.4160962760983566e+01	
   5.2055619278878424e+00	   7.0219607919717944e+01	
   5.2712416686604380e+00	   7.8699736998851080e+01	
   5.3368621851401796e+00	   8.6574988633658279e+01	
   5.4567321538721307e+00	   9.6577182039081436e+01	
   5.5223526703518724e+00	   1.0445243367388863e+02	
   5.5770463048004668e+00	   1.1111595627694894e+02	
   5.6640467909996932e+00	   1.1657564642064261e+02	
   5.7503661978311253e+00	   1.1507924595458829e+02	
   5.8255514376064266e+00	   1.1025404540164641e+02	
   5.8681337041668380e+00	   1.0360829008644171e+02	
   5.8998483129889507e+00	   9.6355683183815898e+01	
   5.9100052792130278e+00	   8.9704005439325925e+01	
   5.9524690971877341e+00	   8.1848495235469329e+01	
   5.9841837060098486e+00	   7.4595888332843586e+01	
   6.0050306570936662e+00	   6.6736429842796852e+01	
   6.0475536993612256e+00	   5.9485797083266107e+01	
   6.0465468863827461e+00	   4.9202880529725604e+01	
   6.0997303013636204e+00	   4.0442028302475137e+01	
   6.1312376251607530e+00	   3.1072350344708696e+01	
   6.1628930096900163e+00	   2.3214865997757016e+01	
   6.1838584093595372e+00	   1.6565162396362197e+01	
   6.2371306607796893e+00	   8.7116263356006485e+00	
   6.2796537030472495e+00	   1.4609935760699031e+00	
   6.3655585398287169e+00	  -4.2695490002658474e+00	
   6.5273889200461355e+00	  -7.2643240754695029e+00	
   6.7221183949427017e+00	  -5.4141571667806616e+00	
   6.8844817937957830e+00	  -2.9650352430511262e+00	
   7.0143902801661060e+00	  -8.2427447076977955e-01	
   7.2090605307698201e+00	   4.2101499359310424e-01	
   7.5118151158279867e+00	   1.6860458889065697e+00	
   7.7064557542852743e+00	   2.6288966311065138e+00	
   7.9443301265243429e+00	   3.5796439456866977e+00	
   8.1713960653179676e+00	   4.5284171171717347e+00	
   8.4524153348995394e+00	   4.5797448376432541e+00	
   8.7443022622194082e+00	   5.2379241455357928e+00	
   9.1117297750716890e+00	   4.7001675664418201e+00	
   9.4252039571360182e+00	   5.0598564383614573e+00	
   9.7278993179013344e+00	   5.7200098893490576e+00	
   1.0127811355382800e+01	   5.7930531838662134e+00	
   1.0462783955752318e+01	   4.9469354533241372e+00	
   1.0819462259452008e+01	   5.0120821754610603e+00	
   1.1230212342525347e+01	   5.3895383352362316e+00	
   1.1489644357362451e+01	   5.7393564916806525e+00	
   1.1759825581352153e+01	   5.4862713468940996e+00	
   1.2105725063752820e+01	   5.8518826480989858e+00	
   1.2484020234343397e+01	   5.9209776564260395e+00	
   1.2829830880304785e+01	   5.3792727911419433e+00	
   1.3208155663041788e+01	   5.7508065216319366e+00	
   1.3478336887031491e+01	   5.4977213768454618e+00	
   1.3791751844802972e+01	   5.2525328044392126e+00	
   1.3997171304559279e+01	   5.8949189675712077e+00	
