 1,4.42622E-48,  5.83299E+00,  1.00000E-02,  1.70036E-01
 2,1.30767E-03,  5.83268E+00,  1.00000E-02,  1.68468E-01
 3,2.53992E-03,  5.83212E+00,  1.00000E-02,  1.66991E-01
 4,3.70108E-03,  5.83161E+00,  1.00000E-02,  1.65600E-01
 5,4.79527E-03,  5.83108E+00,  1.00000E-02,  1.64289E-01
 6,5.82634E-03,  5.83050E+00,  1.00000E-02,  1.63054E-01
 7,6.79794E-03,  5.82984E+00,  1.00000E-02,  1.61891E-01
 8,7.71349E-03,  5.82910E+00,  1.00000E-02,  1.60796E-01
 9,8.57623E-03,  5.82826E+00,  1.00000E-02,  1.59765E-01
10,9.38921E-03,  5.82731E+00,  1.00000E-02,  1.58793E-01
11,1.01553E-02,  5.82625E+00,  1.00000E-02,  1.57878E-01
12,1.08772E-02,  5.82507E+00,  1.00000E-02,  1.57017E-01
13,1.15574E-02,  5.82376E+00,  1.00000E-02,  1.56207E-01
14,1.21985E-02,  5.82233E+00,  1.00000E-02,  1.55444E-01
15,1.28025E-02,  5.82078E+00,  1.00000E-02,  1.54726E-01
16,1.33717E-02,  5.81910E+00,  1.00000E-02,  1.54050E-01
17,1.39081E-02,  5.81730E+00,  1.00000E-02,  1.53414E-01
18,1.44135E-02,  5.81537E+00,  1.00000E-02,  1.52815E-01
19,1.48898E-02,  5.81333E+00,  1.00000E-02,  1.52252E-01
20,1.53386E-02,  5.81116E+00,  1.00000E-02,  1.51723E-01
21,1.57615E-02,  5.80887E+00,  1.00000E-02,  1.51225E-01
22,1.61600E-02,  5.80646E+00,  1.00000E-02,  1.50756E-01
23,1.65355E-02,  5.80393E+00,  1.00000E-02,  1.50316E-01
24,1.68894E-02,  5.80127E+00,  1.00000E-02,  1.49901E-01
25,1.72228E-02,  5.79847E+00,  1.00000E-02,  1.49512E-01
26,1.75371E-02,  5.79553E+00,  1.00000E-02,  1.49146E-01
27,1.78332E-02,  5.79242E+00,  1.00000E-02,  1.48801E-01
28,1.81122E-02,  5.78913E+00,  1.00000E-02,  1.48478E-01
29,1.83751E-02,  5.78562E+00,  1.00000E-02,  1.48174E-01
30,1.86229E-02,  5.78183E+00,  1.00000E-02,  1.47888E-01
31,1.88563E-02,  5.77769E+00,  1.00000E-02,  1.47619E-01
32,1.90763E-02,  5.77312E+00,  1.00000E-02,  1.47367E-01
33,1.92836E-02,  5.76792E+00,  1.00000E-02,  1.47129E-01
34,1.94790E-02,  5.76154E+00,  1.00000E-02,  1.46903E-01
35,1.96631E-02,  5.75095E+00,  1.00000E-02,  1.46677E-01
36,1.98365E-02,  5.73266E+00,  1.00000E-02,  1.46456E-01
37,2.00000E-02,  5.71876E+00,  1.00000E-02,  1.46416E-01
38,2.00694E-02,  5.72660E+00,  9.99913E-03,  1.46557E-01
39,2.01389E-02,  5.74748E+00,  9.99827E-03,  1.46508E-01
40,2.02083E-02,  5.76643E+00,  9.99740E-03,  1.46389E-01
41,2.02778E-02,  5.78158E+00,  9.99654E-03,  1.46262E-01
42,2.03472E-02,  5.79354E+00,  9.99569E-03,  1.46147E-01
43,2.04167E-02,  5.80351E+00,  9.99483E-03,  1.46042E-01
44,2.04861E-02,  5.81231E+00,  9.99398E-03,  1.45945E-01
45,2.05556E-02,  5.82050E+00,  9.99312E-03,  1.45851E-01
46,2.06250E-02,  5.82829E+00,  9.99227E-03,  1.45758E-01
47,2.06945E-02,  5.83568E+00,  9.99143E-03,  1.45664E-01
48,2.07639E-02,  5.84277E+00,  9.99058E-03,  1.45570E-01
49,2.08334E-02,  5.84956E+00,  9.98974E-03,  1.45475E-01
50,2.09028E-02,  5.85602E+00,  9.98890E-03,  1.45380E-01
51,2.09723E-02,  5.86221E+00,  9.98806E-03,  1.45285E-01
52,2.10417E-02,  5.86817E+00,  9.98723E-03,  1.45190E-01
53,2.11112E-02,  5.87385E+00,  9.98640E-03,  1.45094E-01
54,2.11806E-02,  5.87934E+00,  9.98557E-03,  1.44999E-01
55,2.12501E-02,  5.88464E+00,  9.98474E-03,  1.44903E-01
56,2.13195E-02,  5.88972E+00,  9.98391E-03,  1.44807E-01
57,2.13889E-02,  5.89464E+00,  9.98309E-03,  1.44711E-01
58,2.14584E-02,  5.89942E+00,  9.98227E-03,  1.44615E-01
59,2.15278E-02,  5.90400E+00,  9.98145E-03,  1.44518E-01
60,2.15973E-02,  5.90847E+00,  9.98063E-03,  1.44423E-01
61,2.16667E-02,  5.91281E+00,  9.97982E-03,  1.44326E-01
62,2.17362E-02,  5.91699E+00,  9.97901E-03,  1.44230E-01
63,2.18056E-02,  5.92106E+00,  9.97820E-03,  1.44134E-01
64,2.18751E-02,  5.92505E+00,  9.97739E-03,  1.44037E-01
65,2.19445E-02,  5.92887E+00,  9.97659E-03,  1.43940E-01
66,2.20140E-02,  5.93262E+00,  9.97579E-03,  1.43844E-01
67,2.20834E-02,  5.93629E+00,  9.97498E-03,  1.43747E-01
68,2.21529E-02,  5.93982E+00,  9.97419E-03,  1.43650E-01
69,2.22223E-02,  5.94328E+00,  9.97339E-03,  1.43554E-01
