  -1.9733846782916089e+00, 2.5523301128944422e+00	
  -1.7887622494384341e+00, 2.3963261186127531e+00
  -1.5649061967069706e+00, 2.2253389396012460e+00
  -1.3174863489511428e+00, 2.0363531101674743e+00
  -1.0543651780782024e+00, 1.8383710936469853e+00
  -7.4018124442000843e-01, 1.5983890880167997e+00
  -4.4173012814211576e-01, 1.3794149222524967e+00
  -1.9434831128184449e-03, 1.0704663331233562e+00
   4.1814367753646309e-01, 8.0053992490442960e-01
   7.3218588701030773e-01, 6.1461035678048259e-01
   1.1247032178065264e+00, 3.9571150600210792e-01
   1.4425073815693579e+00, 2.6984333989839482e-01
   1.8034016062890306e+00, 1.5301843274760496e-01
   2.2425111246597691e+00, 1.0232037837049135e-01
   2.5679100590927479e+00, 6.9548797554126685e-02
   2.9717841148481012e+00, 3.8079340833350184e-03
   3.3481434557109688e+00,-3.1925764310442584e-02
   3.7242980838631121e+00, 1.0416280360346475e-02
   4.2023105363486568e+00, 7.0857395434637427e-02
   4.7431361548684494e+00, 9.2310848967263937e-02
   5.2134672274600788e+00, 9.2687423896907317e-02
   5.4332070154416821e+00,-3.2300633692377012e-03
   5.5548981747736512e+00,-7.5202698187397665e-02
   5.6023249603226741e+00,-2.2531070043398371e-01
   5.6811622656717207e+00,-3.9641399004879740e-01
   5.7754725607297566e+00,-4.8942898410139068e-01
   5.8812655577996864e+00,-4.7733260196305682e-01
   5.9596225756351027e+00,-4.6525818669561891e-01
