"Time","Force 1 Monitor: Force 1 Monitor (N)"
0.0025,0.0013033159657489036
0.0125,5.152595435612973E-5
0.0225,3.764824413230375E-5
0.032499999999999994,3.213997847033274E-5
0.0425,2.873150047821753E-5
0.05250000000000001,2.6395973486995273E-5
0.06250000000000001,2.467146822600213E-5
0.07500000000000002,2.305798930702323E-5
0.08500000000000003,2.205494963093252E-5
0.09500000000000004,2.1232443906462643E-5
0.10500000000000005,2.0545593755565243E-5
0.11500000000000006,1.9963671575711422E-5
0.12500000000000006,1.9464733877972263E-5
0.13750000000000007,1.8933017908528572E-5
0.14750000000000008,1.8566932218749536E-5
0.15750000000000008,1.8243829865851698E-5
0.1675000000000001,1.795673386651596E-5
0.1775000000000001,1.7700121357649322E-5
0.1875000000000001,1.7469248758393548E-5
0.20000000000000012,1.7211805451654282E-5
0.21000000000000013,1.7027138150085777E-5
0.22000000000000014,1.685859610382992E-5
0.23000000000000015,1.6704375602328433E-5
0.24000000000000016,1.656229428977485E-5
0.25000000000000017,1.6431388512427574E-5
0.2625000000000002,1.6281179846699662E-5
0.2725000000000002,1.61706668482766E-5
0.2825000000000002,1.6067629220301412E-5
0.2925000000000002,1.5971239783405547E-5
0.3025000000000002,1.5880935143621766E-5
0.3125000000000002,1.5796030607800446E-5
0.32250000000000023,1.57159991795719E-5
0.33500000000000024,1.5621997561563985E-5
0.34500000000000025,1.5551368058755478E-5
0.35500000000000026,1.5484289789765585E-5
0.36500000000000027,1.54203862960201E-5
0.3750000000000003,1.535947534495897E-5
0.3850000000000003,1.5301357389893607E-5
0.3975000000000003,1.5232019573320147E-5
0.4075000000000003,1.517909335061998E-5
0.4175000000000003,1.5128287873244593E-5
0.4275000000000003,1.5079413517488009E-5
0.43750000000000033,1.5032327998760925E-5
0.44750000000000034,1.4986913655141088E-5
0.46000000000000035,1.493225030851308E-5
0.47000000000000036,1.4890012453120601E-5
0.48000000000000037,1.4849197341870245E-5
0.4900000000000004,1.4809592219789311E-5
0.5000000000000003,1.4771133615594061E-5
0.5100000000000001,1.4733818633091953E-5
0.5224999999999999,1.4688738142121066E-5
0.5324999999999996,1.4653481166035489E-5
0.5424999999999994,1.4619186792467382E-5
0.5524999999999992,1.4585759074349936E-5
0.562499999999999,1.4553152231748474E-5
0.5724999999999988,1.4521277151412736E-5
0.5824999999999986,1.449012247069893E-5
0.5949999999999983,1.4452156835126025E-5
0.6049999999999981,1.4422514325317067E-5
0.6149999999999979,1.4393495350871232E-5
0.6249999999999977,1.4365073685086445E-5
0.6349999999999975,1.4337225399497446E-5
0.6449999999999972,1.4309902150043527E-5
0.657499999999997,1.4276495534791938E-5
0.6674999999999968,1.4250298082796313E-5
0.6774999999999965,1.422465461099997E-5
0.6874999999999963,1.4199436328040958E-5
0.6974999999999961,1.4174661714673514E-5
0.7074999999999959,1.415031768005857E-5
0.7199999999999956,1.4120485424448898E-5
0.7299999999999954,1.409709772757449E-5
0.7399999999999952,1.4073976132842819E-5
0.749999999999995,1.4051418951954463E-5
0.7599999999999948,1.4029150260895817E-5
0.7699999999999946,1.400722970456553E-5
0.7824999999999943,1.3980325176884024E-5
0.7924999999999941,1.3959182217552112E-5
0.8024999999999939,1.3938364892685723E-5
0.8124999999999937,1.3917856655345763E-5
0.8224999999999935,1.3897660062559558E-5
0.8324999999999932,1.3877761463358118E-5
0.842499999999993,1.3858158787670128E-5
0.8549999999999928,1.3834055649153796E-5
0.8649999999999926,1.3815091860252026E-5
0.8749999999999923,1.3796395337310653E-5
0.8849999999999921,1.3777967554220123E-5
0.8949999999999919,1.3759790858251307E-5
0.9049999999999917,1.3741875009791316E-5
0.9174999999999914,1.3719820396129129E-5
0.9274999999999912,1.3702451091090739E-5
0.937499999999991,1.3685322707055746E-5
0.9474999999999908,1.3668418003920074E-5
0.9574999999999906,1.3651745404749495E-5
0.9674999999999904,1.3635297429941042E-5
0.9799999999999901,1.3615033316823825E-5
0.9899999999999899,1.3599062024446875E-5
0.9999999999999897,1.3583298567180782E-5
1.0099999999999896,1.3567737888750269E-5
1.0199999999999894,1.3552376292748417E-5
1.0299999999999891,1.3537213728049305E-5
1.0424999999999889,1.3518532013214778E-5
1.0524999999999887,1.3503796848352062E-5
1.0624999999999885,1.3489245102879242E-5
1.0724999999999882,1.3474880586439813E-5
1.082499999999988,1.3460690136261168E-5
1.0924999999999878,1.3446677774491133E-5
1.1049999999999875,1.3429403183005523E-5
1.1149999999999873,1.3415781250973796E-5
1.1249999999999871,1.3402313425689582E-5
1.134999999999987,1.3389008645135665E-5
1.1449999999999867,1.337586754936451E-5
1.1549999999999865,1.3362882162155948E-5
1.1649999999999863,1.3350047788332623E-5
1.177499999999986,1.3334224818741733E-5
1.1874999999999858,1.3321732885394106E-5
1.1974999999999856,1.3309391287217445E-5
1.2074999999999854,1.3297190919696575E-5
1.2174999999999851,1.3285128092178138E-5
1.227499999999985,1.3273206438127843E-5
1.2399999999999847,1.3258499844173799E-5
1.2499999999999845,1.3246880175948818E-5
1.2599999999999842,1.3235397757982582E-5
1.269999999999984,1.3224040584750473E-5
1.2799999999999838,1.321281780874435E-5
1.2899999999999836,1.320172028698183E-5
1.3024999999999833,1.3187990622997041E-5
1.3124999999999831,1.317717423459776E-5
1.322499999999983,1.3166490238380312E-5
1.3324999999999827,1.3155913167975264E-5
1.3424999999999825,1.3145448500278464E-5
1.3524999999999823,1.3135095895720291E-5
1.364999999999982,1.3122317453012762E-5
1.3749999999999818,1.3112218490725665E-5
1.3849999999999816,1.3102229438650615E-5
1.3949999999999814,1.3092347208591272E-5
1.4049999999999812,1.3082571405012271E-5
1.414999999999981,1.3072898454970964E-5
1.4249999999999807,1.3063320486263177E-5
1.4374999999999805,1.3051522117042151E-5
1.4474999999999802,1.304216763710934E-5
1.45749999999998,1.3032924340211602E-5
1.4674999999999798,1.3023775508547588E-5
1.4774999999999796,1.3014725145534935E-5
1.4874999999999794,1.3005766447280099E-5
1.4999999999999791,1.2994697377856757E-5
1.509999999999979,1.2985945889097918E-5
1.5199999999999787,1.2977283283690006E-5
1.5299999999999785,1.2968709324032733E-5
1.5399999999999783,1.296022541722107E-5
1.549999999999978,1.2951824188527781E-5
1.5624999999999778,1.2941440495602629E-5
1.5724999999999776,1.2933229768109207E-5
1.5824999999999774,1.2925102123342227E-5
1.5924999999999772,1.2917054696090452E-5
1.602499999999977,1.2909087383155922E-5
1.6124999999999767,1.2901199062440999E-5
1.6249999999999765,1.2891450487466167E-5
1.6349999999999763,1.2883736569119088E-5
1.644999999999976,1.2876098250129957E-5
1.6549999999999758,1.2868535102450618E-5
1.6649999999999756,1.2861045012118101E-5
1.6749999999999754,1.2853625584476102E-5
1.6849999999999752,1.2846280427082602E-5
1.697499999999975,1.2837196611350441E-5
1.7074999999999747,1.283000688026561E-5
1.7174999999999745,1.2822886778678E-5
1.7274999999999743,1.28158367439401E-5
1.737499999999974,1.2808850866282298E-5
1.7474999999999739,1.2801932411612989E-5
1.7599999999999736,1.2793373540267388E-5
1.7699999999999734,1.2786599776479824E-5
1.7799999999999732,1.2779887305774451E-5
1.789999999999973,1.2773237143255973E-5
1.7999999999999727,1.2766649945037888E-5
1.8099999999999725,1.2760125014370573E-5
1.8224999999999723,1.2752047636396041E-5
1.832499999999972,1.2745655335837297E-5
1.8424999999999718,1.273931959104933E-5
1.8524999999999716,1.2733044078609433E-5
1.8624999999999714,1.2726825826570383E-5
1.8724999999999712,1.272066376539967E-5
1.884999999999971,1.2713040220300613E-5
1.8949999999999707,1.2707002372974759E-5
1.9049999999999705,1.2701018600055943E-5
1.9149999999999703,1.2695088325440115E-5
1.92499999999997,1.2689211870339307E-5
1.9349999999999699,1.2683385836339819E-5
1.9474999999999696,1.267617616038321E-5
1.9574999999999694,1.2670467585722648E-5
1.9674999999999692,1.2664810061329443E-5
1.977499999999969,1.2659199523834441E-5
1.9874999999999687,1.2653639521660552E-5
1.9974999999999685,1.2648126218267624E-5
2.0074999999999683,1.2642661573738363E-5
2.019999999999968,1.2635899561116386E-5
2.029999999999968,1.2630542841226715E-5
2.0399999999999676,1.2625231655368348E-5
2.0499999999999674,1.2619965918259442E-5
2.059999999999967,1.2614747669949829E-5
2.069999999999967,1.2609572435283132E-5
2.0824999999999667,1.2603167065062604E-5
2.0924999999999665,1.2598091011226052E-5
2.1024999999999663,1.2593058357203763E-5
2.112499999999966,1.2588068333590412E-5
2.122499999999966,1.2583120929086187E-5
2.1324999999999656,1.2578215957584063E-5
2.1449999999999654,1.2572141820779786E-5
2.154999999999965,1.2567327553531396E-5
2.164999999999965,1.2562554980332814E-5
2.1749999999999647,1.2557832571654321E-5
2.1849999999999645,1.2553127255799556E-5
2.1949999999999643,1.254848004354068E-5
2.207499999999964,1.254271393877862E-5
2.217499999999964,1.253814618513528E-5
2.2274999999999636,1.253361449273985E-5
2.2374999999999634,1.2529116048802703E-5
2.247499999999963,1.2524663932785717E-5
2.257499999999963,1.2520244898998874E-5
2.2674999999999628,1.2515861875251157E-5
2.2799999999999625,1.2510440742599701E-5
2.2899999999999623,1.250613024296722E-5
2.299999999999962,1.250186489221513E-5
2.309999999999962,1.2497626987590379E-5
2.3199999999999616,1.2493421796159878E-5
2.3299999999999614,1.2489255612181485E-5
2.342499999999961,1.2484099965360206E-5
2.352499999999961,1.2480008018385363E-5
2.3624999999999607,1.247594925586077E-5
2.3724999999999605,1.2471923306295956E-5
2.3824999999999603,1.2467929070776263E-5
2.39249999999996,1.24639657944165E-5
2.40499999999996,1.2459054582158594E-5
2.4149999999999596,1.2455161122225559E-5
2.4249999999999594,1.2451300077853214E-5
2.434999999999959,1.2447468642655107E-5
2.444999999999959,1.2443671006903916E-5
2.4549999999999588,1.2439898609578574E-5
2.4674999999999585,1.2435220703031851E-5
2.4774999999999583,1.2431515513059839E-5
2.487499999999958,1.2427838984034174E-5
2.497499999999958,1.2424190703289235E-5
2.5074999999999577,1.2420571579439996E-5
2.5174999999999574,1.2416979212499266E-5
2.5274999999999572,1.2413414068995564E-5
2.539999999999957,1.2408998043028678E-5
2.5499999999999567,1.2405495368569261E-5
2.5599999999999565,1.2402013904978335E-5
2.5699999999999563,1.2398570363992165E-5
2.579999999999956,1.2395140476064953E-5
2.589999999999956,1.2391750590622344E-5
2.6024999999999556,1.2387536012838676E-5
2.6124999999999554,1.238419955953172E-5
2.622499999999955,1.2380886722565459E-5
2.632499999999955,1.2377597813091561E-5
2.6424999999999548,1.2374331139182744E-5
2.6524999999999546,1.2371093546218166E-5
2.6649999999999543,1.2367078520550649E-5
2.674999999999954,1.2363894466453577E-5
2.684999999999954,1.23607337446127E-5
