  -1.2264928872497451e+00, 1.9067635881449680e+00	
  -1.0820354900085267e+00, 1.7776110778245284e+00
  -9.0730378605347806e-01, 1.6351857539623218e+00
  -7.2588301127088539e-01, 1.4762226232474118e+00
  -5.3431140863219206e-01, 1.3337685371827739e+00
  -3.1927648058658886e-01, 1.1516110593025708e+00
  -7.0505488798598304e-02, 9.8922761938357961e-01
   1.8829442036611610e-01, 8.0038483898835722e-01
   4.2699898386065005e-01, 6.5123969796821291e-01
   7.3967719108384689e-01, 4.5899961813085710e-01
   1.0222123798017728e+00, 3.2630599735611954e-01
   1.3115773052849837e+00, 2.2665347564387250e-01
   1.6751315622680614e+00, 1.5992700418438455e-01
   2.1161212200083597e+00, 8.3152445410664466e-02
   2.5436295810725582e+00, 3.0956360045437670e-03
   3.0014122488505866e+00,-9.0233986943341726e-02
   3.3279281064588284e+00,-1.5359192116313070e-01
   3.5468374116170329e+00,-1.5727109018910923e-01
   3.7896507954537402e+00,-4.5306412496367354e-02
   4.1131268938466503e+00, 7.0255195264583570e-03
   4.4600569399172887e+00, 1.6348799339373166e-02
   4.8069776082587437e+00, 2.2366818757940887e-02
   5.1504646527591902e+00, 5.2537678565705015e-03
   5.3389120966199091e+00,-5.1257795514572546e-02
   5.4700007299352222e+00,-1.4402943173525351e-01
   5.5806845525173223e+00,-3.0617702159429117e-01
   5.6308103839425794e+00,-4.4508424476414410e-01
   5.6742377668111112e+00,-5.7075892147563723e-01
   5.7314090227728594e+00,-6.0060405651302862e-01
   5.9033072775545978e+00,-5.5462378545699620e-01
   6.0988376568685378e+00,-4.8885221911829202e-01
   6.2944149248283932e+00,-4.0655435080785551e-01
   6.4933789279833398e+00,-3.1765171414921278e-01
   6.6720318976969040e+00,-2.6507242718546120e-01
   6.8876763781393890e+00,-2.3238797943314093e-01
   6.9887720366163570e+00,-2.1272899028166137e-01
