  -1.2112962584656060e+00, 1.8971931903039110e+00
  -1.0317309562277626e+00, 1.7448894404234707e+00
  -7.8235785553739601e-01, 1.5238117119357248e+00
  -5.3789958441886809e-01, 1.3370987589088088e+00
  -3.1344593336098914e-01, 1.1454918903741991e+00
  -8.8849398810712188e-02, 1.0127897186744947e+00
   1.6064277145665207e-01, 8.4079923754916708e-01
   4.1513311999975366e-01, 6.6880505411670343e-01
   6.9958872428187791e-01, 4.8697120736893273e-01
   8.8425936741475697e-01, 3.7884227780753443e-01
   1.0840078940787450e+00, 3.0506331447841939e-01
   1.3537071026876530e+00, 2.2141506937690059e-01	
   1.5935124973037418e+00, 1.7705883600814021e-01
   1.7983782718204648e+00, 1.5236341773430828e-01
   2.0331973951185098e+00, 1.1291961140892770e-01
   2.2779890610526312e+00, 6.3650950996787969e-02
   2.6426774708159444e+00,-1.0250188467852084e-02
   2.9424133769100749e+00,-7.4285748467225687e-02
   3.2571795387045155e+00,-1.2360624117928509e-01
   3.3720900112156702e+00,-1.4332629318840651e-01
   3.5320317160392580e+00,-1.4344476701679465e-01
   3.7621384280463612e+00,-6.5075477365229784e-02
   4.0122021322833152e+00,-1.4471711509407292e-03
   4.4621215258035543e+00, 3.2580694360411666e-02
   4.9469448185500529e+00, 3.2221570568110813e-02
   5.2167869106513587e+00, 7.4780223014956348e-03
   5.3616031041130388e+00,-4.6625316704143049e-02
   5.4613642513468834e+00,-1.3014768336299998e-01
   5.5510814141984568e+00,-2.3329754435255001e-01
   5.6057279804159714e+00,-3.7078256234583451e-01
   5.6504139109551126e+00,-4.9353400151611915e-01
   5.6851868336466760e+00,-5.8191696291843531e-01
   5.7601356938673334e+00,-5.9178994699797549e-01
   5.9502212587954411e+00,-5.2811721309804094e-01
   6.1603352576995949e+00,-4.4973311421792772e-01
   6.3904895975374991e+00,-3.5172892562139513e-01
   6.5755888911475679e+00,-2.8314376467808078e-01
   6.7656268282448764e+00,-2.3910592972311351e-01
   6.9656134940628611e+00,-2.1471039832738903e-01
